Title1,Title2
Arches NP,"Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/Park Specific Reports/Summary of Visitor Use By Month and Year (1979 - Last Calendar Year)?RptYears=2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979&Park=ARCH"

Year,Month,RecreationVisitors,NonRecreationVisitors,ConcessionLodging,TentCampers,RVCampers,ConcessionCamping,BackcountryCampers,MiscCampers,TotalOvernightStays,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23,Field24,Field25,Field26,Field27,Field28,Field29
2001,April,"73,213",0,0,"3,518","1,947",0,108,485,"6,058",2001 Totals,"754,026",0,0,"29,711","12,466",0,414,"4,322","46,913","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2001,May,"112,865",0,0,"4,031","1,879",0,92,"1,049","7,051",2001 Totals,"754,026",0,0,"29,711","12,466",0,414,"4,322","46,913","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2001,June,"99,452",0,0,"3,456","1,382",0,35,703,"5,576",2001 Totals,"754,026",0,0,"29,711","12,466",0,414,"4,322","46,913","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2001,July,"100,281",0,0,"3,634","1,069",0,21,522,"5,246",2001 Totals,"754,026",0,0,"29,711","12,466",0,414,"4,322","46,913","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2001,August,"97,985",0,0,"3,723","1,220",0,13,205,"5,161",2001 Totals,"754,026",0,0,"29,711","12,466",0,414,"4,322","46,913","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2001,September,"94,814",0,0,"3,386","1,539",0,25,433,"5,383",2001 Totals,"754,026",0,0,"29,711","12,466",0,414,"4,322","46,913","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2001,October,"60,747",0,0,"2,705","1,702",0,29,501,"4,937",2001 Totals,"754,026",0,0,"29,711","12,466",0,414,"4,322","46,913","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2001,November,"26,363",0,0,"1,361",458,0,17,52,"1,888",2001 Totals,"754,026",0,0,"29,711","12,466",0,414,"4,322","46,913","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2001,December,"9,790",0,0,300,122,0,2,0,424,2001 Totals,"754,026",0,0,"29,711","12,466",0,414,"4,322","46,913","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2002,January,"9,951",0,0,146,82,0,0,0,228,2002 Totals,"769,672",0,0,"29,450","12,074",0,402,"4,921","46,847","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2002,February,"18,163",0,0,221,82,0,5,8,316,2002 Totals,"769,672",0,0,"29,450","12,074",0,402,"4,921","46,847","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2002,March,"57,348",0,0,"3,121","1,121",0,48,390,"4,680",2002 Totals,"769,672",0,0,"29,450","12,074",0,402,"4,921","46,847","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2002,April,"76,544",0,0,"3,667","1,955",0,100,683,"6,405",2002 Totals,"769,672",0,0,"29,450","12,074",0,402,"4,921","46,847","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2002,May,"109,130",0,0,"4,163","1,777",0,93,"1,067","7,100",2002 Totals,"769,672",0,0,"29,450","12,074",0,402,"4,921","46,847","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2002,June,"101,051",0,0,"3,499","1,212",0,37,766,"5,514",2002 Totals,"769,672",0,0,"29,450","12,074",0,402,"4,921","46,847","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2002,July,"96,566",0,0,"3,950",853,0,16,583,"5,402",2002 Totals,"769,672",0,0,"29,450","12,074",0,402,"4,921","46,847","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2002,August,"97,631",0,0,"3,937",980,0,34,268,"5,219",2002 Totals,"769,672",0,0,"29,450","12,074",0,402,"4,921","46,847","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2002,September,"98,581",0,0,"3,218","1,696",0,22,703,"5,639",2002 Totals,"769,672",0,0,"29,450","12,074",0,402,"4,921","46,847","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2002,October,"67,373",0,0,"2,388","1,730",0,28,409,"4,555",2002 Totals,"769,672",0,0,"29,450","12,074",0,402,"4,921","46,847","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2002,November,"23,134",0,0,874,454,0,19,44,"1,391",2002 Totals,"769,672",0,0,"29,450","12,074",0,402,"4,921","46,847","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2002,December,"14,200",0,0,266,132,0,0,0,398,2002 Totals,"769,672",0,0,"29,450","12,074",0,402,"4,921","46,847","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2003,January,"13,326",0,0,415,173,0,0,0,588,2003 Totals,"757,781",0,0,"28,308","11,974",0,341,"4,008","44,631","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2003,February,"13,760",0,0,305,214,0,6,0,525,2003 Totals,"757,781",0,0,"28,308","11,974",0,341,"4,008","44,631","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2003,March,"50,242",0,0,"3,213",864,0,69,342,"4,488",2003 Totals,"757,781",0,0,"28,308","11,974",0,341,"4,008","44,631","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2003,April,"70,795",0,0,"3,607","1,760",0,81,677,"6,125",2003 Totals,"757,781",0,0,"28,308","11,974",0,341,"4,008","44,631","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2003,May,"106,873",0,0,"4,304","1,580",0,74,929,"6,887",2003 Totals,"757,781",0,0,"28,308","11,974",0,341,"4,008","44,631","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2003,June,"101,997",0,0,"3,526","1,272",0,30,490,"5,318",2003 Totals,"757,781",0,0,"28,308","11,974",0,341,"4,008","44,631","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2003,July,"95,296",0,0,"3,213",756,0,5,65,"4,039",2003 Totals,"757,781",0,0,"28,308","11,974",0,341,"4,008","44,631","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2003,August,"99,352",0,0,"3,645","1,096",0,15,282,"5,038",2003 Totals,"757,781",0,0,"28,308","11,974",0,341,"4,008","44,631","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2003,September,"99,639",0,0,"2,651","1,696",0,15,472,"4,834",2003 Totals,"757,781",0,0,"28,308","11,974",0,341,"4,008","44,631","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2003,October,"72,875",0,0,"2,467","1,934",0,34,751,"5,186",2003 Totals,"757,781",0,0,"28,308","11,974",0,341,"4,008","44,631","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2003,November,"21,343",0,0,751,504,0,8,0,"1,263",2003 Totals,"757,781",0,0,"28,308","11,974",0,341,"4,008","44,631","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2003,December,"12,283",0,0,211,125,0,4,0,340,2003 Totals,"757,781",0,0,"28,308","11,974",0,341,"4,008","44,631","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2004,January,"11,571",0,0,122,77,0,6,0,205,2004 Totals,"733,131",0,0,"29,524","13,616",0,378,"4,883","48,401","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2004,February,"11,378",0,0,168,142,0,0,0,310,2004 Totals,"733,131",0,0,"29,524","13,616",0,378,"4,883","48,401","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2004,March,"58,919",0,0,"3,227","1,121",0,78,342,"4,768",2004 Totals,"733,131",0,0,"29,524","13,616",0,378,"4,883","48,401","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2004,April,"79,069",0,0,"3,969","1,879",0,56,960,"6,864",2004 Totals,"733,131",0,0,"29,524","13,616",0,378,"4,883","48,401","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2004,May,"113,248",0,0,"3,856","1,785",0,86,756,"6,483",2004 Totals,"733,131",0,0,"29,524","13,616",0,378,"4,883","48,401","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2004,June,"94,638",0,0,"3,964","1,434",0,36,819,"6,253",2004 Totals,"733,131",0,0,"29,524","13,616",0,378,"4,883","48,401","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2004,July,"93,569",0,0,"4,204","1,218",0,33,598,"6,053",2004 Totals,"733,131",0,0,"29,524","13,616",0,378,"4,883","48,401","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2004,August,"83,585",0,0,"3,553","1,382",0,34,272,"5,241",2004 Totals,"733,131",0,0,"29,524","13,616",0,378,"4,883","48,401","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2004,September,"95,276",0,0,"2,746","1,998",0,29,510,"5,283",2004 Totals,"733,131",0,0,"29,524","13,616",0,378,"4,883","48,401","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2004,October,"58,743",0,0,"2,940","1,961",0,20,626,"5,547",2004 Totals,"733,131",0,0,"29,524","13,616",0,378,"4,883","48,401","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2004,November,"21,208",0,0,614,492,0,0,0,"1,106",2004 Totals,"733,131",0,0,"29,524","13,616",0,378,"4,883","48,401","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2004,December,"11,927",0,0,161,127,0,0,0,288,2004 Totals,"733,131",0,0,"29,524","13,616",0,378,"4,883","48,401","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2005,January,"9,894",0,0,214,156,0,0,0,370,2005 Totals,"781,670",0,0,"32,040","14,380",0,471,"5,697","52,588","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2005,February,"16,168",0,0,302,139,0,5,0,446,2005 Totals,"781,670",0,0,"32,040","14,380",0,471,"5,697","52,588","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2005,March,"62,843",0,0,"3,829","1,369",0,50,570,"5,818",2005 Totals,"781,670",0,0,"32,040","14,380",0,471,"5,697","52,588","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2005,April,"71,709",0,0,"4,442","2,087",0,42,856,"7,427",2005 Totals,"781,670",0,0,"32,040","14,380",0,471,"5,697","52,588","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2005,May,"111,718",0,0,"4,776","1,731",0,138,"1,021","7,666",2005 Totals,"781,670",0,0,"32,040","14,380",0,471,"5,697","52,588","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2005,June,"110,517",0,0,"4,377","1,561",0,41,955,"6,934",2005 Totals,"781,670",0,0,"32,040","14,380",0,471,"5,697","52,588","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2005,July,"106,555",0,0,"3,899","1,436",0,21,833,"6,189",2005 Totals,"781,670",0,0,"32,040","14,380",0,471,"5,697","52,588","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2005,August,"103,403",0,0,"2,948","1,609",0,22,251,"4,830",2005 Totals,"781,670",0,0,"32,040","14,380",0,471,"5,697","52,588","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2005,September,"88,218",0,0,"3,151","1,796",0,38,776,"5,761",2005 Totals,"781,670",0,0,"32,040","14,380",0,471,"5,697","52,588","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2005,October,"63,626",0,0,"2,993","1,697",0,83,433,"5,206",2005 Totals,"781,670",0,0,"32,040","14,380",0,471,"5,697","52,588","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2005,November,"23,813",0,0,912,655,0,20,2,"1,589",2005 Totals,"781,670",0,0,"32,040","14,380",0,471,"5,697","52,588","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2005,December,"13,206",0,0,197,144,0,11,0,352,2005 Totals,"781,670",0,0,"32,040","14,380",0,471,"5,697","52,588","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2006,January,"12,841",0,0,206,74,0,12,0,292,2006 Totals,"833,049",0,0,"30,090","15,454",0,286,"6,025","51,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2006,February,"20,728",0,0,223,228,0,1,22,474,2006 Totals,"833,049",0,0,"30,090","15,454",0,286,"6,025","51,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2006,March,"67,550",0,0,"3,394","1,253",0,71,723,"5,441",2006 Totals,"833,049",0,0,"30,090","15,454",0,286,"6,025","51,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2006,April,"84,244",0,0,"3,748","2,222",0,27,738,"6,735",2006 Totals,"833,049",0,0,"30,090","15,454",0,286,"6,025","51,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2006,May,"110,564",0,0,"4,061","2,152",0,69,"1,007","7,289",2006 Totals,"833,049",0,0,"30,090","15,454",0,286,"6,025","51,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2006,June,"102,061",0,0,"4,212","1,580",0,3,"1,011","6,806",2006 Totals,"833,049",0,0,"30,090","15,454",0,286,"6,025","51,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2006,July,"101,297",0,0,"3,440","1,539",0,13,817,"5,809",2006 Totals,"833,049",0,0,"30,090","15,454",0,286,"6,025","51,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2006,August,"107,176",0,0,"3,761","1,561",0,9,327,"5,658",2006 Totals,"833,049",0,0,"30,090","15,454",0,286,"6,025","51,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2006,September,"112,335",0,0,"3,389","2,246",0,19,669,"6,323",2006 Totals,"833,049",0,0,"30,090","15,454",0,286,"6,025","51,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2006,October,"72,615",0,0,"2,597","1,951",0,50,582,"5,180",2006 Totals,"833,049",0,0,"30,090","15,454",0,286,"6,025","51,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2006,November,"28,087",0,0,862,547,0,12,77,"1,498",2006 Totals,"833,049",0,0,"30,090","15,454",0,286,"6,025","51,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2006,December,"13,551",0,0,197,101,0,0,52,350,2006 Totals,"833,049",0,0,"30,090","15,454",0,286,"6,025","51,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2007,January,"10,681",0,0,110,79,0,2,0,191,2007 Totals,"860,181",0,0,"29,023","15,081",0,277,"6,412","50,793","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2007,February,"15,453",0,0,276,137,0,1,11,425,2007 Totals,"860,181",0,0,"29,023","15,081",0,277,"6,412","50,793","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2007,March,"63,618",0,0,"3,893","1,374",0,46,699,"6,012",2007 Totals,"860,181",0,0,"29,023","15,081",0,277,"6,412","50,793","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2007,April,"90,031",0,0,"4,196","2,184",0,72,"1,108","7,560",2007 Totals,"860,181",0,0,"29,023","15,081",0,277,"6,412","50,793","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2007,May,"111,652",0,0,"4,199","1,901",0,69,"1,114","7,283",2007 Totals,"860,181",0,0,"29,023","15,081",0,277,"6,412","50,793","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2007,June,"109,027",0,0,"3,804","1,642",0,8,841,"6,295",2007 Totals,"860,181",0,0,"29,023","15,081",0,277,"6,412","50,793","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2007,July,"112,167",0,0,"3,540","1,472",0,23,904,"5,939",2007 Totals,"860,181",0,0,"29,023","15,081",0,277,"6,412","50,793","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2007,August,"106,047",0,0,"2,757","1,698",0,3,401,"4,859",2007 Totals,"860,181",0,0,"29,023","15,081",0,277,"6,412","50,793","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2007,September,"120,301",0,0,"2,660","1,709",0,3,706,"5,078",2007 Totals,"860,181",0,0,"29,023","15,081",0,277,"6,412","50,793","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2007,October,"77,963",0,0,"2,206","2,119",0,45,473,"4,843",2007 Totals,"860,181",0,0,"29,023","15,081",0,277,"6,412","50,793","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2007,November,"30,536",0,0,"1,219",660,0,5,155,"2,039",2007 Totals,"860,181",0,0,"29,023","15,081",0,277,"6,412","50,793","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2007,December,"12,705",0,0,163,106,0,0,0,269,2007 Totals,"860,181",0,0,"29,023","15,081",0,277,"6,412","50,793","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2008,January,"9,095",0,0,70,36,0,2,0,108,2008 Totals,"928,795",0,0,"29,299","14,595",0,366,"6,595","50,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2008,February,"13,435",0,0,250,142,0,9,0,401,2008 Totals,"928,795",0,0,"29,299","14,595",0,366,"6,595","50,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2008,March,"66,408",0,0,"3,578","1,396",0,31,539,"5,544",2008 Totals,"928,795",0,0,"29,299","14,595",0,366,"6,595","50,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2008,April,"83,695",0,0,"3,945","2,055",0,45,"1,011","7,056",2008 Totals,"928,795",0,0,"29,299","14,595",0,366,"6,595","50,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2008,May,"133,195",0,0,"4,328","1,868",0,106,"1,009","7,311",2008 Totals,"928,795",0,0,"29,299","14,595",0,366,"6,595","50,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2008,June,"124,451",0,0,"3,337","1,229",0,68,964,"5,598",2008 Totals,"928,795",0,0,"29,299","14,595",0,366,"6,595","50,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2008,July,"121,038",0,0,"2,965","1,485",0,14,724,"5,188",2008 Totals,"928,795",0,0,"29,299","14,595",0,366,"6,595","50,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2008,August,"129,843",0,0,"3,159","1,804",0,43,590,"5,596",2008 Totals,"928,795",0,0,"29,299","14,595",0,366,"6,595","50,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2008,September,"124,268",0,0,"3,866","1,820",0,10,"1,087","6,783",2008 Totals,"928,795",0,0,"29,299","14,595",0,366,"6,595","50,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2008,October,"80,194",0,0,"2,484","2,009",0,33,633,"5,159",2008 Totals,"928,795",0,0,"29,299","14,595",0,366,"6,595","50,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2008,November,"29,604",0,0,"1,118",643,0,3,33,"1,797",2008 Totals,"928,795",0,0,"29,299","14,595",0,366,"6,595","50,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2008,December,"13,569",0,0,199,108,0,2,5,314,2008 Totals,"928,795",0,0,"29,299","14,595",0,366,"6,595","50,855","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2009,January,"11,684",0,0,180,74,0,2,0,256,2009 Totals,"996,312",0,0,"30,542","16,411",0,808,"6,513","54,274","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2009,February,"15,488",0,0,274,154,0,12,0,440,2009 Totals,"996,312",0,0,"30,542","16,411",0,808,"6,513","54,274","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2009,March,"66,898",0,0,"3,378","1,393",0,101,460,"5,332",2009 Totals,"996,312",0,0,"30,542","16,411",0,808,"6,513","54,274","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2009,April,"91,114",0,0,"3,559","2,203",0,152,731,"6,645",2009 Totals,"996,312",0,0,"30,542","16,411",0,808,"6,513","54,274","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2009,May,"139,332",0,0,"4,115","2,147",0,173,"1,091","7,526",2009 Totals,"996,312",0,0,"30,542","16,411",0,808,"6,513","54,274","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2009,June,"140,161",0,0,"4,571","1,731",0,116,"1,069","7,487",2009 Totals,"996,312",0,0,"30,542","16,411",0,808,"6,513","54,274","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2009,July,"133,854",0,0,"3,839","1,825",0,48,912,"6,624",2009 Totals,"996,312",0,0,"30,542","16,411",0,808,"6,513","54,274","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2009,August,"133,880",0,0,"3,402","1,828",0,60,549,"5,839",2009 Totals,"996,312",0,0,"30,542","16,411",0,808,"6,513","54,274","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2009,September,"131,913",0,0,"3,132","2,276",0,46,749,"6,203",2009 Totals,"996,312",0,0,"30,542","16,411",0,808,"6,513","54,274","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2009,October,"86,601",0,0,"2,594","1,906",0,75,769,"5,344",2009 Totals,"996,312",0,0,"30,542","16,411",0,808,"6,513","54,274","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2009,November,"31,714",0,0,"1,366",797,0,23,183,"2,369",2009 Totals,"996,312",0,0,"30,542","16,411",0,808,"6,513","54,274","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2009,December,"13,673",0,0,132,77,0,0,0,209,2009 Totals,"996,312",0,0,"30,542","16,411",0,808,"6,513","54,274","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2010,January,"8,713",0,0,96,31,0,1,0,128,2010 Totals,"1,014,405",0,0,"23,616","15,478",0,923,"7,095","47,112","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2010,February,"11,746",0,0,163,79,0,5,25,272,2010 Totals,"1,014,405",0,0,"23,616","15,478",0,923,"7,095","47,112","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2010,March,"57,623",0,0,"2,425","1,050",0,105,522,"4,102",2010 Totals,"1,014,405",0,0,"23,616","15,478",0,923,"7,095","47,112","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2010,April,"93,999",0,0,"2,614","2,133",0,198,691,"5,636",2010 Totals,"1,014,405",0,0,"23,616","15,478",0,923,"7,095","47,112","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2010,May,"135,670",0,0,"2,908","1,971",0,213,845,"5,937",2010 Totals,"1,014,405",0,0,"23,616","15,478",0,923,"7,095","47,112","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2010,June,"151,209",0,0,"2,859","1,733",0,141,"1,353","6,086",2010 Totals,"1,014,405",0,0,"23,616","15,478",0,923,"7,095","47,112","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2010,July,"145,489",0,0,"2,994","1,890",0,56,"1,000","5,940",2010 Totals,"1,014,405",0,0,"23,616","15,478",0,923,"7,095","47,112","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2010,August,"139,304",0,0,"2,635","1,793",0,46,771,"5,245",2010 Totals,"1,014,405",0,0,"23,616","15,478",0,923,"7,095","47,112","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2010,September,"138,442",0,0,"2,684","2,030",0,66,998,"5,778",2010 Totals,"1,014,405",0,0,"23,616","15,478",0,923,"7,095","47,112","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2010,October,"89,929",0,0,"2,978","1,949",0,69,796,"5,792",2010 Totals,"1,014,405",0,0,"23,616","15,478",0,923,"7,095","47,112","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2010,November,"29,343",0,0,890,706,0,14,94,"1,704",2010 Totals,"1,014,405",0,0,"23,616","15,478",0,923,"7,095","47,112","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2010,December,"12,938",0,0,370,113,0,9,0,492,2010 Totals,"1,014,405",0,0,"23,616","15,478",0,923,"7,095","47,112","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2011,January,"10,182",0,0,132,46,0,1,0,179,2011 Totals,"1,040,758",0,0,"26,264","16,643",0,"1,192","6,816","50,915","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2011,February,"12,932",0,0,221,134,0,6,44,405,2011 Totals,"1,040,758",0,0,"26,264","16,643",0,"1,192","6,816","50,915","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2011,March,"61,950",0,0,"3,189","1,331",0,175,540,"5,235",2011 Totals,"1,040,758",0,0,"26,264","16,643",0,"1,192","6,816","50,915","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2011,April,"96,537",0,0,"2,711","2,425",0,112,817,"6,065",2011 Totals,"1,040,758",0,0,"26,264","16,643",0,"1,192","6,816","50,915","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2011,May,"142,251",0,0,"3,051","2,230",0,274,834,"6,389",2011 Totals,"1,040,758",0,0,"26,264","16,643",0,"1,192","6,816","50,915","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2011,June,"155,481",0,0,"3,197","1,858",0,202,"1,127","6,384",2011 Totals,"1,040,758",0,0,"26,264","16,643",0,"1,192","6,816","50,915","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2011,July,"147,426",0,0,"2,754","1,966",0,84,758,"5,562",2011 Totals,"1,040,758",0,0,"26,264","16,643",0,"1,192","6,816","50,915","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2011,August,"138,600",0,0,"3,362","1,696",0,92,856,"6,006",2011 Totals,"1,040,758",0,0,"26,264","16,643",0,"1,192","6,816","50,915","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
2011,September,"136,246",0,0,"3,394","1,922",0,82,968,"6,366",2011 Totals,"1,040,758",0,0,"26,264","16,643",0,"1,192","6,816","50,915","25,840,188",0,0,"962,394","530,683",0,"46,441","205,289","1,744,804"
